product_shipment_id,shipment_name,shipment_id,product_description,quantity,product_id,departing_origin_date,arriving_destination_date,vehicle_name,origin_location_name,origin_location_geohash,destination_location_name,destination_location_geohash,product_shipment_name
8ef1efc2-54b3-492e-81f6-b21eb4254b65-1,Shipment 50,8ef1efc2-54b3-492e-81f6-b21eb4254b65,Blue Triangles,3000,product-1,2024-04-08,2024-04-17,Vehicle 50,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 50-1
904b8746-6aab-4742-838c-f39fd47f61a0-2,Shipment 51,904b8746-6aab-4742-838c-f39fd47f61a0,Red Squares,4000,product-2,2024-04-07,2024-04-21,Vehicle 51,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 51-2
904b8746-6aab-4742-838c-f39fd47f61a0-1,Shipment 51,904b8746-6aab-4742-838c-f39fd47f61a0,Blue Triangles,3000,product-1,2024-04-07,2024-04-21,Vehicle 51,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 51-1
9969ac6a-38c2-4712-8304-742273c56f14-2,Shipment 52,9969ac6a-38c2-4712-8304-742273c56f14,Red Squares,1000,product-2,2024-04-10,2024-04-19,Vehicle 52,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 52-2
9969ac6a-38c2-4712-8304-742273c56f14-1,Shipment 52,9969ac6a-38c2-4712-8304-742273c56f14,Blue Triangles,8000,product-1,2024-04-10,2024-04-19,Vehicle 52,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 52-1
9b42e1ae-d67b-4de7-9129-b46b8d51f11c-3,Shipment 53,9b42e1ae-d67b-4de7-9129-b46b8d51f11c,Yellow Circles,4000,product-3,2024-04-09,2024-04-27,Vehicle 53,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 53-3
9b42e1ae-d67b-4de7-9129-b46b8d51f11c-2,Shipment 53,9b42e1ae-d67b-4de7-9129-b46b8d51f11c,Red Squares,7000,product-2,2024-04-09,2024-04-27,Vehicle 53,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 53-2
9b42e1ae-d67b-4de7-9129-b46b8d51f11c-1,Shipment 53,9b42e1ae-d67b-4de7-9129-b46b8d51f11c,Blue Triangles,1000,product-1,2024-04-09,2024-04-27,Vehicle 53,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 53-1
9c0b0c4a-f7c7-4f67-930f-23894cd0a422-3,Shipment 54,9c0b0c4a-f7c7-4f67-930f-23894cd0a422,Yellow Circles,2000,product-3,2024-04-08,2024-04-19,Vehicle 54,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 54-3
9c0b0c4a-f7c7-4f67-930f-23894cd0a422-2,Shipment 54,9c0b0c4a-f7c7-4f67-930f-23894cd0a422,Red Squares,6000,product-2,2024-04-08,2024-04-19,Vehicle 54,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 54-2
9c0b0c4a-f7c7-4f67-930f-23894cd0a422-1,Shipment 54,9c0b0c4a-f7c7-4f67-930f-23894cd0a422,Blue Triangles,2000,product-1,2024-04-08,2024-04-19,Vehicle 54,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 54-1
9fe3811a-2052-4aff-9fb2-1f0f35938b49-3,Shipment 55,9fe3811a-2052-4aff-9fb2-1f0f35938b49,Yellow Circles,10000,product-3,2024-04-10,2024-04-22,Vehicle 55,Chicago Facility,"41.893911,-87.735365",New York Facility,"40.729498,-73.707367",Product Shipment 55-3
9fe3811a-2052-4aff-9fb2-1f0f35938b49-2,Shipment 55,9fe3811a-2052-4aff-9fb2-1f0f35938b49,Red Squares,3000,product-2,2024-04-10,2024-04-22,Vehicle 55,Chicago Facility,"41.893911,-87.735365",New York Facility,"40.729498,-73.707367",Product Shipment 55-2
9fe3811a-2052-4aff-9fb2-1f0f35938b49-1,Shipment 55,9fe3811a-2052-4aff-9fb2-1f0f35938b49,Blue Triangles,2000,product-1,2024-04-10,2024-04-22,Vehicle 55,Chicago Facility,"41.893911,-87.735365",New York Facility,"40.729498,-73.707367",Product Shipment 55-1
a021a0f8-1447-4c53-812e-0d019237f66e-2,Shipment 56,a021a0f8-1447-4c53-812e-0d019237f66e,Red Squares,2000,product-2,2024-04-10,2024-04-25,Vehicle 56,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 56-2
a021a0f8-1447-4c53-812e-0d019237f66e-1,Shipment 56,a021a0f8-1447-4c53-812e-0d019237f66e,Blue Triangles,3000,product-1,2024-04-10,2024-04-25,Vehicle 56,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 56-1
a03442df-29e5-44fc-ad8a-07553c198499-2,Shipment 57,a03442df-29e5-44fc-ad8a-07553c198499,Red Squares,6000,product-2,2024-04-09,2024-04-21,Vehicle 57,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 57-2
a03442df-29e5-44fc-ad8a-07553c198499-1,Shipment 57,a03442df-29e5-44fc-ad8a-07553c198499,Blue Triangles,10000,product-1,2024-04-09,2024-04-21,Vehicle 57,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 57-1
a2c38fc9-0646-4f4d-ad6f-41964dd231a1-3,Shipment 58,a2c38fc9-0646-4f4d-ad6f-41964dd231a1,Yellow Circles,9000,product-3,2024-04-08,2024-04-23,Vehicle 58,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 58-3
a2c38fc9-0646-4f4d-ad6f-41964dd231a1-2,Shipment 58,a2c38fc9-0646-4f4d-ad6f-41964dd231a1,Red Squares,8000,product-2,2024-04-08,2024-04-23,Vehicle 58,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 58-2
a2c38fc9-0646-4f4d-ad6f-41964dd231a1-1,Shipment 58,a2c38fc9-0646-4f4d-ad6f-41964dd231a1,Blue Triangles,3000,product-1,2024-04-08,2024-04-23,Vehicle 58,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 58-1
a81da412-ddf9-40ea-9755-1d560768ce03-3,Shipment 59,a81da412-ddf9-40ea-9755-1d560768ce03,Yellow Circles,10000,product-3,2024-04-08,2024-04-24,Vehicle 59,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 59-3
a81da412-ddf9-40ea-9755-1d560768ce03-2,Shipment 59,a81da412-ddf9-40ea-9755-1d560768ce03,Red Squares,7000,product-2,2024-04-08,2024-04-24,Vehicle 59,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 59-2
a81da412-ddf9-40ea-9755-1d560768ce03-1,Shipment 59,a81da412-ddf9-40ea-9755-1d560768ce03,Blue Triangles,8000,product-1,2024-04-08,2024-04-24,Vehicle 59,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 59-1
b4b222b3-cca6-490f-922c-cdf493c7de64-1,Shipment 60,b4b222b3-cca6-490f-922c-cdf493c7de64,Blue Triangles,1000,product-1,2024-04-08,2024-04-23,Vehicle 60,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 60-1
b55d6037-0ffb-4cc6-a749-c0d0ccd65c09-1,Shipment 61,b55d6037-0ffb-4cc6-a749-c0d0ccd65c09,Blue Triangles,5000,product-1,2024-04-09,2024-04-21,Vehicle 61,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 61-1
bb68551d-9f0b-43ac-a4cd-44037ca88172-1,Shipment 62,bb68551d-9f0b-43ac-a4cd-44037ca88172,Blue Triangles,1000,product-1,2024-04-09,2024-04-24,Vehicle 62,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 62-1
bcf72da0-c48e-440b-a6d7-5a0ecc415001-1,Shipment 63,bcf72da0-c48e-440b-a6d7-5a0ecc415001,Blue Triangles,2000,product-1,2024-04-08,2024-04-25,Vehicle 63,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 63-1
c1d77968-1b83-4139-82ec-d95a8441518e-1,Shipment 64,c1d77968-1b83-4139-82ec-d95a8441518e,Blue Triangles,9000,product-1,2024-04-09,2024-04-20,Vehicle 64,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 64-1
c92ece52-6e5c-4ae0-b6c8-10dace788591-2,Shipment 65,c92ece52-6e5c-4ae0-b6c8-10dace788591,Red Squares,1000,product-2,2024-04-11,2024-04-23,Vehicle 65,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 65-2
c92ece52-6e5c-4ae0-b6c8-10dace788591-1,Shipment 65,c92ece52-6e5c-4ae0-b6c8-10dace788591,Blue Triangles,4000,product-1,2024-04-11,2024-04-23,Vehicle 65,St. Louis Facility,"38.684780,-90.216816",New York Facility,"40.729498,-73.707367",Product Shipment 65-1
cb597ab3-a8f2-4a19-b5c6-71b39fad0e9b-2,Shipment 66,cb597ab3-a8f2-4a19-b5c6-71b39fad0e9b,Red Squares,2000,product-2,2024-04-09,2024-04-28,Vehicle 66,Houston Facility,"29.847678,-95.584652",St. Louis Facility,"38.684780,-90.216816",Product Shipment 66-2
cb597ab3-a8f2-4a19-b5c6-71b39fad0e9b-1,Shipment 66,cb597ab3-a8f2-4a19-b5c6-71b39fad0e9b,Blue Triangles,4000,product-1,2024-04-09,2024-04-28,Vehicle 66,Houston Facility,"29.847678,-95.584652",St. Louis Facility,"38.684780,-90.216816",Product Shipment 66-1
cbade11f-bf87-49af-9c29-5931e1238299-2,Shipment 67,cbade11f-bf87-49af-9c29-5931e1238299,Red Squares,5000,product-2,2024-04-10,2024-04-25,Vehicle 67,New York Facility,"40.729498,-73.707367",Chicago Facility,"41.893911,-87.735365",Product Shipment 67-2
cbade11f-bf87-49af-9c29-5931e1238299-1,Shipment 67,cbade11f-bf87-49af-9c29-5931e1238299,Blue Triangles,10000,product-1,2024-04-10,2024-04-25,Vehicle 67,New York Facility,"40.729498,-73.707367",Chicago Facility,"41.893911,-87.735365",Product Shipment 67-1
cc6f5644-b4f9-468d-88fa-fa0b5830b7b9-1,Shipment 68,cc6f5644-b4f9-468d-88fa-fa0b5830b7b9,Blue Triangles,3000,product-1,2024-04-10,2024-04-22,Vehicle 68,St. Louis Facility,"38.684780,-90.216816",Chicago Facility,"41.893911,-87.735365",Product Shipment 68-1
d710e6d3-7388-4c7a-8e27-ba877c9b0cfe-2,Shipment 69,d710e6d3-7388-4c7a-8e27-ba877c9b0cfe,Red Squares,10000,product-2,2024-04-08,2024-04-23,Vehicle 69,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 69-2
d710e6d3-7388-4c7a-8e27-ba877c9b0cfe-1,Shipment 69,d710e6d3-7388-4c7a-8e27-ba877c9b0cfe,Blue Triangles,7000,product-1,2024-04-08,2024-04-23,Vehicle 69,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 69-1
d9c16281-3c0b-4741-9b4c-9f02505a0436-2,Shipment 70,d9c16281-3c0b-4741-9b4c-9f02505a0436,Red Squares,4000,product-2,2024-04-08,2024-04-22,Vehicle 70,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 70-2
d9c16281-3c0b-4741-9b4c-9f02505a0436-1,Shipment 70,d9c16281-3c0b-4741-9b4c-9f02505a0436,Blue Triangles,8000,product-1,2024-04-08,2024-04-22,Vehicle 70,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 70-1
ddaee965-8f34-4ec4-94ef-daa5470d1aaa-2,Shipment 71,ddaee965-8f34-4ec4-94ef-daa5470d1aaa,Red Squares,7000,product-2,2024-04-09,2024-04-21,Vehicle 71,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 71-2
ddaee965-8f34-4ec4-94ef-daa5470d1aaa-1,Shipment 71,ddaee965-8f34-4ec4-94ef-daa5470d1aaa,Blue Triangles,8000,product-1,2024-04-09,2024-04-21,Vehicle 71,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 71-1
deb41e51-af2b-4e0c-9ac7-5151c52b3e6e-3,Shipment 72,deb41e51-af2b-4e0c-9ac7-5151c52b3e6e,Yellow Circles,8000,product-3,2024-04-09,2024-04-22,Vehicle 72,St. Louis Facility,"38.684780,-90.216816",Chicago Facility,"41.893911,-87.735365",Product Shipment 72-3
deb41e51-af2b-4e0c-9ac7-5151c52b3e6e-2,Shipment 72,deb41e51-af2b-4e0c-9ac7-5151c52b3e6e,Red Squares,4000,product-2,2024-04-09,2024-04-22,Vehicle 72,St. Louis Facility,"38.684780,-90.216816",Chicago Facility,"41.893911,-87.735365",Product Shipment 72-2
deb41e51-af2b-4e0c-9ac7-5151c52b3e6e-1,Shipment 72,deb41e51-af2b-4e0c-9ac7-5151c52b3e6e,Blue Triangles,2000,product-1,2024-04-09,2024-04-22,Vehicle 72,St. Louis Facility,"38.684780,-90.216816",Chicago Facility,"41.893911,-87.735365",Product Shipment 72-1
e59951ce-65e3-4855-b8c7-6fdeffb463de-3,Shipment 73,e59951ce-65e3-4855-b8c7-6fdeffb463de,Yellow Circles,7000,product-3,2024-04-09,2024-04-23,Vehicle 73,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 73-3
e59951ce-65e3-4855-b8c7-6fdeffb463de-2,Shipment 73,e59951ce-65e3-4855-b8c7-6fdeffb463de,Red Squares,2000,product-2,2024-04-09,2024-04-23,Vehicle 73,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 73-2
e59951ce-65e3-4855-b8c7-6fdeffb463de-1,Shipment 73,e59951ce-65e3-4855-b8c7-6fdeffb463de,Blue Triangles,7000,product-1,2024-04-09,2024-04-23,Vehicle 73,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 73-1
e624edda-68d8-40cd-a699-5a8cd76f8c95-2,Shipment 74,e624edda-68d8-40cd-a699-5a8cd76f8c95,Red Squares,2000,product-2,2024-04-08,2024-04-21,Vehicle 74,New York Facility,"40.729498,-73.707367",Chicago Facility,"41.893911,-87.735365",Product Shipment 74-2
e624edda-68d8-40cd-a699-5a8cd76f8c95-1,Shipment 74,e624edda-68d8-40cd-a699-5a8cd76f8c95,Blue Triangles,5000,product-1,2024-04-08,2024-04-21,Vehicle 74,New York Facility,"40.729498,-73.707367",Chicago Facility,"41.893911,-87.735365",Product Shipment 74-1
e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b-3,Shipment 75,e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b,Yellow Circles,10000,product-3,2024-04-08,2024-04-26,Vehicle 75,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 75-3
e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b-2,Shipment 75,e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b,Red Squares,8000,product-2,2024-04-08,2024-04-26,Vehicle 75,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 75-2
e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b-1,Shipment 75,e73c5e8f-cf4a-4f0a-af1d-8ab493f46e6b,Blue Triangles,2000,product-1,2024-04-08,2024-04-26,Vehicle 75,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 75-1
eaaa336a-bf81-4534-8468-6e71224f9b7f-3,Shipment 76,eaaa336a-bf81-4534-8468-6e71224f9b7f,Yellow Circles,4000,product-3,2024-04-09,2024-04-29,Vehicle 76,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 76-3
eaaa336a-bf81-4534-8468-6e71224f9b7f-2,Shipment 76,eaaa336a-bf81-4534-8468-6e71224f9b7f,Red Squares,8000,product-2,2024-04-09,2024-04-29,Vehicle 76,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 76-2
eaaa336a-bf81-4534-8468-6e71224f9b7f-1,Shipment 76,eaaa336a-bf81-4534-8468-6e71224f9b7f,Blue Triangles,5000,product-1,2024-04-09,2024-04-29,Vehicle 76,Chicago Facility,"41.893911,-87.735365",Houston Facility,"29.847678,-95.584652",Product Shipment 76-1
ecc02994-936d-48cc-84b9-7f8b74850799-1,Shipment 77,ecc02994-936d-48cc-84b9-7f8b74850799,Blue Triangles,10000,product-1,2024-04-10,2024-04-25,Vehicle 77,Chicago Facility,"41.893911,-87.735365",St. Louis Facility,"38.684780,-90.216816",Product Shipment 77-1
efa5c7c6-70ae-43b9-9627-298c467a3152-2,Shipment 78,efa5c7c6-70ae-43b9-9627-298c467a3152,Red Squares,3000,product-2,2024-04-09,2024-04-17,Vehicle 78,Houston Facility,"29.847678,-95.584652",St. Louis Facility,"38.684780,-90.216816",Product Shipment 78-2
efa5c7c6-70ae-43b9-9627-298c467a3152-1,Shipment 78,efa5c7c6-70ae-43b9-9627-298c467a3152,Blue Triangles,2000,product-1,2024-04-09,2024-04-17,Vehicle 78,Houston Facility,"29.847678,-95.584652",St. Louis Facility,"38.684780,-90.216816",Product Shipment 78-1
efb2b81c-d85c-4a42-84ce-c21c270d304d-3,Shipment 79,efb2b81c-d85c-4a42-84ce-c21c270d304d,Yellow Circles,5000,product-3,2024-04-11,2024-04-23,Vehicle 79,New York Facility,"40.729498,-73.707367",Houston Facility,"29.847678,-95.584652",Product Shipment 79-3
efb2b81c-d85c-4a42-84ce-c21c270d304d-2,Shipment 79,efb2b81c-d85c-4a42-84ce-c21c270d304d,Red Squares,4000,product-2,2024-04-11,2024-04-23,Vehicle 79,New York Facility,"40.729498,-73.707367",Houston Facility,"29.847678,-95.584652",Product Shipment 79-2
efb2b81c-d85c-4a42-84ce-c21c270d304d-1,Shipment 79,efb2b81c-d85c-4a42-84ce-c21c270d304d,Blue Triangles,7000,product-1,2024-04-11,2024-04-23,Vehicle 79,New York Facility,"40.729498,-73.707367",Houston Facility,"29.847678,-95.584652",Product Shipment 79-1
f23ea64d-d582-455b-8508-138ad8c175f3-1,Shipment 80,f23ea64d-d582-455b-8508-138ad8c175f3,Blue Triangles,9000,product-1,2024-04-08,2024-04-23,Vehicle 80,Houston Facility,"29.847678,-95.584652",Chicago Facility,"41.893911,-87.735365",Product Shipment 80-1
f2d7435f-37dc-4a92-9d00-803dcd99ff18-1,Shipment 81,f2d7435f-37dc-4a92-9d00-803dcd99ff18,Blue Triangles,10000,product-1,2024-04-09,2024-04-24,Vehicle 81,Houston Facility,"29.847678,-95.584652",New York Facility,"40.729498,-73.707367",Product Shipment 81-1
f8a4f478-8748-4fdc-82e2-4b93bb835502-2,Shipment 82,f8a4f478-8748-4fdc-82e2-4b93bb835502,Red Squares,9000,product-2,2024-04-09,2024-04-20,Vehicle 82,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 82-2
f8a4f478-8748-4fdc-82e2-4b93bb835502-1,Shipment 82,f8a4f478-8748-4fdc-82e2-4b93bb835502,Blue Triangles,1000,product-1,2024-04-09,2024-04-20,Vehicle 82,St. Louis Facility,"38.684780,-90.216816",Houston Facility,"29.847678,-95.584652",Product Shipment 82-1
f9f4ef47-f513-4bcf-aeb2-f91edcee3b2b-1,Shipment 83,f9f4ef47-f513-4bcf-aeb2-f91edcee3b2b,Blue Triangles,7000,product-1,2024-04-08,2024-04-23,Vehicle 83,St. Louis Facility,"38.684780,-90.216816",Chicago Facility,"41.893911,-87.735365",Product Shipment 83-1
